Wall time,Step,Value
1743166014.5265417,0,0.05742031708359718
1743166119.3970938,1,0.04860064014792442
1743166226.4033136,2,0.04766923934221268
1743166333.061902,3,0.0694836676120758
1743166437.8283389,4,0.031128054484725
1743166543.2398221,5,0.03394601494073868
1743166647.8198574,6,0.026504261419177055
1743166753.4729438,7,0.02282813936471939
1743166858.418161,8,0.021762093529105186
1743166962.6032317,9,0.022119345143437386
1743167067.0113466,10,0.022025862708687782
1743167170.642027,11,0.021048014983534813
1743167274.0142965,12,0.020907076075673103
1743167378.0854423,13,0.02108726277947426
1743167481.758612,14,0.02131902053952217
1743167587.3693366,15,0.021541021764278412
1743167694.4987447,16,0.02155853807926178
1743167799.807733,17,0.02090800553560257
1743167906.898409,18,0.021073415875434875
1743168013.490035,19,0.019657708704471588
1743168121.3018155,20,0.019640695303678513
1743168228.9493024,21,0.01978100650012493
1743168336.893064,22,0.019884608685970306
1743168444.3595707,23,0.019934210926294327
1743168552.508647,24,0.020031224936246872
1743168658.458387,25,0.020078832283616066
1743168763.6007857,26,0.020081397145986557
1743168871.1654096,27,0.019982455298304558
1743168977.9896212,28,0.020022999495267868
1743169082.9543886,29,0.020049339160323143
1743169189.83818,30,0.020081035792827606
